(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(2)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(233)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(234)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(235)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(236)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(237)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(238)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(239)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(240)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(241)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(242)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(243)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(244)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(245)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(246)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(248)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(249)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(250)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(251)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(252)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(253)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(254)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(255)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(256)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(257)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(258)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(259)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(260)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(261)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(262)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(263)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(264)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(265)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(266)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(268)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(269)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(270)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(271)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(272)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(273)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(274)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(275)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(276)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(277)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(278)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(279)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(280)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(281)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(282)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(283)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(285)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(286)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(287)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(288)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(289)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(291)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(292)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(293)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(294)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(295)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(296)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(297)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(298)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(299)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(300)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(301)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(302)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(303)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(304)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(306)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(307)), {C=0.001935483870967742, S=0.0017508024511234317}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(308)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(309)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(310)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(311)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(312)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(313)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(314)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(315)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(316)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(317)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(318)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(319)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(320)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(321)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(322)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(323)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(327)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(328)), {C=0.0017204301075268817, S=0.0015562688454430504}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(329)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(330)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(331)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(332)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(333)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(334)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(335)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(336)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(337)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(338)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(339)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(340)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(341)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(342)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(343)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(344)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(345)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(346)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(347)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(348)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(349)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(350)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(351)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(352)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(353)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(354)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(355)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(356)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(357)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(358)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(359)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(360)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(361)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(362)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(363)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(364)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(365)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(366)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(367)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(368)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(369)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(370)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(371)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(372)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(373)), {C=0.001075268817204301, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(374)), {C=0.0006451612903225805, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(375)), {C=0.0011827956989247312, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(376)), {C=0.0007526881720430106, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(377)), {C=0.0008602150537634409, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(378)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(379)), {C=0.0016129032258064516, S=0.0014590020426028597}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(380)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(381)), {C=0.0015053763440860213, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(382)), {C=0.000967741935483871, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(383)), {C=0.001290322580645161, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(384)), {C=0.0013978494623655914, S=0.0012644684369224784}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(385)), {C=0.0005376344086021505, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K)) --> (buy(386)), {C=0.001290322580645161, S=0.0011672016340822876}
