(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(2)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1369)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1370)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1371)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1373)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1376)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1377)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1378)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1380)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1384)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1388)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1389)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1392)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1394)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1395)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1396)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1398)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1400)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1403)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1405)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1406)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1407)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1409)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1411)), {C=0.0015979081929110984, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1413)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1415)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1417)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1419)), {C=0.0014526438117373622, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1420)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1421)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1423)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1424)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1426)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1428)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1429)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1432)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1433)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1435)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1437)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1438)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1439)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1440)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1441)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1443)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1446)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1447)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1448)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1451)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1452)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1455)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1456)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1458)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1459)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1460)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1462)), {C=0.0015979081929110984, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1463)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1465)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1467)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1468)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1469)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1472)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1473)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1474)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1475)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1477)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1483)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1485)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1491)), {C=0.0017431725740848344, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1492)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1494)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1495)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1497)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1498)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1499)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1502)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1504)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1506)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1507)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1508)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1509)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1511)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1514)), {C=0.001307379430563626, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1518)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1519)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1520)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1521)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1523)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1524)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1529)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1530)), {C=0.0011621150493898898, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1534)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1535)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1539)), {C=0.0010168506682161533, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1541)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1545)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1549)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1551)), {C=0.0008715862870424172, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1556)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1558)), {C=0.0007263219058686811, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1559)), {C=0.0007263219058686811, S=0.00048633401420095323}
