(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(4)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1276)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1277)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1297)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1310)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1314)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1316)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1320)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1326)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1327)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1332)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1337)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1339)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1341)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1349)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1357)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1363)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1374)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1390)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1397)), {C=0.0008270443502532824, S=0.0007781344227215252}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1401)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1403)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1406)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1408)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1410)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1413)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1415)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1416)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1419)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1422)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1429)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1434)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1437)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1447)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1459)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1461)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1464)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1470)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1483)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1487)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1489)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1493)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1498)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1507)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1512)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1518)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1520)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1525)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1528)), {C=0.000723663806471622, S=0.0006808676198813345}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1530)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1534)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1545)), {C=0.0005169027189083015, S=0.00048633401420095323}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1553)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1554)), {C=0.0006202832626899617, S=0.0005836008170411438}
(gender(Male))(country(USA))(age_group(MiddleAdults))(marital_status(S)) --> (buy(1558)), {C=0.0005169027189083015, S=0.00048633401420095323}
