(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1265)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1266)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1267)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1268)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1271)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1274)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1275)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1276)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1277)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1278)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1279)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1281)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1282)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1283)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1284)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1288)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1289)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1290)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1291)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1293)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1296)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1297)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1298)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1299)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1300)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1301)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1302)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1303)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1304)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1305)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1308)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1309)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1312)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1313)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1314)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1315)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1316)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1317)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1320)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1325)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1326)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1327)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1331)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1333)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1334)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1335)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1336)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1337)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1338)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1339)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1340)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1341)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1342)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1343)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1344)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1346)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1347)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1348)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1349)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1352)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1353)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1356)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1357)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1358)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1359)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1360)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1361)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1362)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1363)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1365)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1366)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1367)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1369)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1370)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1371)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1372)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1373)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1374)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1375)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1376)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1377)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1378)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1379)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1380)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1381)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1382)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1383)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1386)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1387)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1388)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1389)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1390)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1391)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1392)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1393)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1394)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1395)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1396)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1398)), {C=0.0017963399573369262, S=0.0015562688454430504}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1399)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1400)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1401)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1402)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1403)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1404)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1405)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1406)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1408)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1409)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1410)), {C=0.0013472549680026945, S=0.0011672016340822876}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1411)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1412)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1413)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1414)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1415)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1416)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1417)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1418)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1420)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1421)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1422)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1423)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1424)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1425)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1426)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1428)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1429)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1430)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1432)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1433)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1434)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1435)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1436)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1438)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1441)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1442)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1443)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1444)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1445)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1447)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1448)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1449)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1450)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1452)), {C=0.0014595262153362526, S=0.0012644684369224784}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1453)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1454)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1455)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1457)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1458)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1459)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1460)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1461)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1463)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1464)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1465)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1467)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1468)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1469)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1470)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1471)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1472)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1473)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1475)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1476)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1477)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1478)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1479)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1480)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1481)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1482)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1484)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1485)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1486)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1487)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1489)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1494)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1495)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1496)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1497)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1498)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1499)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1500)), {C=0.0013472549680026945, S=0.0011672016340822876}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1501)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1502)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1503)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1504)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1505)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1506)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1510)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1515)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1516)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1519)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1520)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1521)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1522)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1525)), {C=0.0012349837206691368, S=0.001069934831242097}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1526)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1527)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1530)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1533)), {C=0.0015717974626698102, S=0.001361735239762669}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1535)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1537)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1538)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1539)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1541)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1542)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1543)), {C=0.001122712473335579, S=0.0009726680284019065}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1544)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1546)), {C=0.001010441226002021, S=0.0008754012255617158}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1549)), {C=0.0005613562366677895, S=0.00048633401420095323}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1550)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1552)), {C=0.0014595262153362526, S=0.0012644684369224784}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1554)), {C=0.0008981699786684631, S=0.0007781344227215252}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1555)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1556)), {C=0.0007858987313349051, S=0.0006808676198813345}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1557)), {C=0.0006736274840013472, S=0.0005836008170411438}
(member card(Bronze))(education(High School Degree))(house_owner(Y)) --> (buy(1558)), {C=0.0006736274840013472, S=0.0005836008170411438}
