(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(2)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1482)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1484)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1485)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1486)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1487)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1489)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1490)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1491)), {C=0.001226993865030675, S=0.001069934831242097}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1493)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1496)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1499)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1500)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1501)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1502)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1503)), {C=0.0013385387618516451, S=0.0011672016340822876}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1504)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1505)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1507)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1508)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1510)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1516)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1517)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1518)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1519)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1522)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1532)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1534)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1536)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1538)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1539)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1540)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1541)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1543)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1544)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1545)), {C=0.000780814277746793, S=0.0006808676198813345}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1546)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1547)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1548)), {C=0.0005577244841048522, S=0.00048633401420095323}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1552)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1553)), {C=0.0008923591745677636, S=0.0007781344227215252}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1554)), {C=0.0006692693809258226, S=0.0005836008170411438}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1557)), {C=0.001003904071388734, S=0.0008754012255617158}
(country(USA))(education(Bachelors Degree))(house_owner(N)) --> (buy(1558)), {C=0.0006692693809258226, S=0.0005836008170411438}
