(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(3)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1387)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1388)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1389)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1390)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1394)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1395)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1396)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1398)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1400)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1401)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1402)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1404)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1405)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1406)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1407)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1409)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1411)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1412)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1413)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1414)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1415)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1416)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1417)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1418)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1419)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1420)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1422)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1423)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1424)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1426)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1428)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1429)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1431)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1432)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1433)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1434)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1435)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1436)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1437)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1438)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1439)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1440)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1441)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1442)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1444)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1445)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1446)), {C=0.001439539347408829, S=0.0011672016340822876}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1447)), {C=0.0015595009596928982, S=0.0012644684369224784}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1448)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1449)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1450)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1451)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1452)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1453)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1455)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1456)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1457)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1458)), {C=0.0016794625719769671, S=0.001361735239762669}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1459)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1460)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1462)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1463)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1466)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1467)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1468)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1469)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1470)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1473)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1474)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1478)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1479)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1480)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1482)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1483)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1484)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1488)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1491)), {C=0.001439539347408829, S=0.0011672016340822876}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1492)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1493)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1494)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1495)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1497)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1498)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1499)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1501)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1502)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1503)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1505)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1506)), {C=0.00131957773512476, S=0.001069934831242097}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1507)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1508)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1509)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1510)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1511)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1514)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1516)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1517)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1518)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1519)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1520)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1521)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1522)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1523)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1525)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1526)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1528)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1530)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1531)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1533)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1535)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1536)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1537)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1539)), {C=0.001199616122840691, S=0.0009726680284019065}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1540)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1541)), {C=0.001079654510556622, S=0.0008754012255617158}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1542)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1544)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1545)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1546)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1547)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1549)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1550)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1552)), {C=0.0009596928982725529, S=0.0007781344227215252}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1553)), {C=0.0005998080614203455, S=0.00048633401420095323}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1555)), {C=0.0007197696737044145, S=0.0005836008170411438}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1557)), {C=0.0008397312859884836, S=0.0006808676198813345}
(education(Partial High School))(house_owner(Y))(marital_status(M)) --> (buy(1558)), {C=0.0007197696737044145, S=0.0005836008170411438}
