(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(4)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1252)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1253)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1254)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1255)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1258)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1259)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1261)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1262)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1264)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1265)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1266)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1267)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1268)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1270)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1271)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1273)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1274)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1276)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1277)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1278)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1280)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1281)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1282)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1286)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1288)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1291)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1294)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1295)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1296)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1298)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1299)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1300)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1302)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1304)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1307)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1308)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1309)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1310)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1313)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1314)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1317)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1319)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1320)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1321)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1323)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1324)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1325)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1326)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1329)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1331)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1332)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1335)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1336)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1337)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1338)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1340)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1341)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1342)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1343)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1344)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1345)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1346)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1347)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1349)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1350)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1352)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1353)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1354)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1355)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1356)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1358)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1359)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1360)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1364)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1366)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1367)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1368)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1369)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1370)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1371)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1372)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1373)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1376)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1377)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1378)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1379)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1380)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1381)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1383)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1384)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1385)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1386)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1388)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1389)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1390)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1391)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1392)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1395)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1396)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1398)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1400)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1404)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1405)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1406)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1407)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1409)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1411)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1413)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1414)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1415)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1416)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1417)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1418)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1419)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1420)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1421)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1422)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1423)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1424)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1426)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1428)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1429)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1431)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1432)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1433)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1434)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1435)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1436)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1437)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1438)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1439)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1441)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1442)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1443)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1444)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1445)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1446)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1447)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1449)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1450)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1451)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1452)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1453)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1455)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1456)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1457)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1458)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1459)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1460)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1461)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1462)), {C=0.0016384489350081922, S=0.0014590020426028597}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1463)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1465)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1466)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1467)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1468)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1469)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1470)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1471)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1472)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1473)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1474)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1475)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1478)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1479)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1482)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1483)), {C=0.0013107591480065537, S=0.0011672016340822876}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1486)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1487)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1488)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1491)), {C=0.001529219006007646, S=0.001361735239762669}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1492)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1493)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1494)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1495)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1497)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1498)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1499)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1501)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1503)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1504)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1505)), {C=0.0012015292190060078, S=0.001069934831242097}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1506)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1507)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1508)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1509)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1510)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1511)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1514)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1516)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1517)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1518)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1519)), {C=0.0010922992900054616, S=0.0009726680284019065}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1520)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1521)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1522)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1523)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1524)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1526)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1528)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1529)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1530)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1531)), {C=0.0009830693610049155, S=0.0008754012255617158}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1536)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1539)), {C=0.0006553795740032769, S=0.0005836008170411438}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1540)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1541)), {C=0.0008738394320043693, S=0.0007781344227215252}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1542)), {C=0.0005461496450027308, S=0.00048633401420095323}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1545)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1546)), {C=0.000764609503003823, S=0.0006808676198813345}
(country(USA))(yearly_salary($10K - $30K))(marital_status(M)) --> (buy(1547)), {C=0.0006553795740032769, S=0.0005836008170411438}
