(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(3)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1363)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1365)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1367)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1368)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1369)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1371)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1372)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1373)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1374)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1376)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1377)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1379)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1380)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1382)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1383)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1385)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1386)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1387)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1388)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1389)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1390)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1391)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1393)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1396)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1397)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1398)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1401)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1402)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1403)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1404)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1405)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1408)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1409)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1410)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1411)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1413)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1415)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1416)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1417)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1418)), {C=0.001395448690425075, S=0.0012644684369224784}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1419)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1420)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1421)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1423)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1425)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1426)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1427)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1428)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1429)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1433)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1434)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1435)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1436)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1437)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1438)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1441)), {C=0.0017174753112924003, S=0.0015562688454430504}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1442)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1443)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1445)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1446)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1447)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1448)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1449)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1450)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1451)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1452)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1453)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1454)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1456)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1457)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1458)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1460)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1463)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1465)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1468)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1469)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1470)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1471)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1472)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1473)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1475)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1476)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1477)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1478)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1479)), {C=0.0011807642765135251, S=0.001069934831242097}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1480)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1481)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1482)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1483)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1484)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1485)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1486)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1487)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1489)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1490)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1491)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1492)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1494)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1496)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1497)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1498)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1500)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1501)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1502)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1503)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1504)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1505)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1506)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1507)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1509)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1510)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1511)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1512)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1514)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1518)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1523)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1525)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1526)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1528)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1530)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1533)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1534)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1535)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1536)), {C=0.00107342206955775, S=0.0009726680284019065}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1537)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1538)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1539)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1541)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1544)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1547)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1548)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1551)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1552)), {C=0.000536711034778875, S=0.00048633401420095323}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1553)), {C=0.0008587376556462001, S=0.0007781344227215252}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1554)), {C=0.0009660798626019751, S=0.0008754012255617158}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1555)), {C=0.0007513954486904251, S=0.0006808676198813345}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1556)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1557)), {C=0.00064405324173465, S=0.0005836008170411438}
(country(USA))(yearly_salary($50K - $70K))(house_owner(Y)) --> (buy(1558)), {C=0.00064405324173465, S=0.0005836008170411438}
