(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1170)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1171)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1172)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1174)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1175)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1176)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1177)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1178)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1179)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1180)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1182)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1184)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1186)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1188)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1189)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1191)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1192)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1193)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1197)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1198)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1199)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1200)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1201)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1203)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1204)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1205)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1206)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1207)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1208)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1209)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1211)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1213)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1214)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1216)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1217)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1218)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1219)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1220)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1221)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1222)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1223)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1224)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1225)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1226)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1227)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1228)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1229)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1230)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1231)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1232)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1233)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1234)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1236)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1237)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1238)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1239)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1240)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1241)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1243)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1245)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1246)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1247)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1248)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1249)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1250)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1251)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1252)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1253)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1254)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1255)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1256)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1257)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1258)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1259)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1260)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1263)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1264)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1265)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1266)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1268)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1269)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1270)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1271)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1276)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1279)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1281)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1282)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1284)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1287)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1288)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1289)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1291)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1292)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1295)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1296)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1297)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1298)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1300)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1301)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1302)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1303)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1305)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1306)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1307)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1308)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1309)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1311)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1312)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1313)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1315)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1316)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1318)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1319)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1322)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1323)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1324)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1325)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1326)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1327)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1328)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1330)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1331)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1332)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1333)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1336)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1337)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1338)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1339)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1341)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1342)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1343)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1344)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1346)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1347)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1349)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1350)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1351)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1352)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1353)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1354)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1355)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1356)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1357)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1358)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1360)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1361)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1362)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1363)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1364)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1365)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1366)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1367)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1368)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1370)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1371)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1372)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1373)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1374)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1375)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1376)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1377)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1378)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1379)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1380)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1381)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1382)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1383)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1384)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1387)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1388)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1389)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1390)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1391)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1392)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1393)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1394)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1395)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1396)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1397)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1398)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1400)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1401)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1402)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1403)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1404)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1405)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1407)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1408)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1409)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1410)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1411)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1412)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1413)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1414)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1416)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1417)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1418)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1419)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1420)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1421)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1422)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1423)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1424)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1425)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1426)), {C=0.0014707546102500281, S=0.0012644684369224784}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1427)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1429)), {C=0.0011313497001923295, S=0.0009726680284019065}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1430)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1431)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1433)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1434)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1435)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1436)), {C=0.001583889580269261, S=0.001361735239762669}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1437)), {C=0.0013576196402307953, S=0.0011672016340822876}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1438)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1439)), {C=0.0012444846702115624, S=0.001069934831242097}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1440)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1441)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1442)), {C=0.0005656748500961647, S=0.00048633401420095323}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1443)), {C=0.0007919447901346305, S=0.0006808676198813345}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1444)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1445)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1446)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1447)), {C=0.0010182147301730966, S=0.0008754012255617158}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1448)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1449)), {C=0.0009050797601538636, S=0.0007781344227215252}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1450)), {C=0.0006788098201153976, S=0.0005836008170411438}
(gender(Male))(member card(Bronze))(house_owner(N)) --> (buy(1451)), {C=0.0005656748500961647, S=0.00048633401420095323}
