(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(17)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(915)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(923)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(930)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(931)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(936)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(938)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(954)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(958)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(969)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(972)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(982)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(983)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(984)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(991)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(992)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(994)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(996)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(998)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1000)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1005)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1019)), {C=0.0010584499588380573, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1021)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1024)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1025)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1026)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1028)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1031)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1032)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1036)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1042)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1044)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1046)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1053)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1054)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1058)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1059)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1070)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1076)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1084)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1086)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1089)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1092)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1093)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1098)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1101)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1104)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1109)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1110)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1113)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1123)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1132)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1138)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1146)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1163)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1165)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1167)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1177)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1187)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1198)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1207)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1208)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1209)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1212)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1219)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1224)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1228)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1229)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1242)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1255)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1256)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1265)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1274)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1275)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1276)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1277)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1279)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1287)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1297)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1298)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1309)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1314)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1319)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1322)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1325)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1326)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1327)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1332)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1336)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1337)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1339)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1343)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1344)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1349)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1357)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1363)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1368)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1371)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1374)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1376)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1377)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1381)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1389)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1390)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1396)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1397)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1400)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1404)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1410)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1416)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1419)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1421)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1425)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1429)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1431)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1434)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1437)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1447)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1458)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1467)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1470)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1476)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1485)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1487)), {C=0.0009408444078560508, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1489)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1507)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1520)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1525)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1526)), {C=0.000705633305892038, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1528)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1533)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1534)), {C=0.0005880277549100318, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1536)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1547)), {C=0.0008232388568740444, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(member card(Bronze)) --> (buy(1558)), {C=0.0010584499588380573, S=0.0008754012255617158}
