(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(4)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1172)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1174)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1175)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1176)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1177)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1179)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1181)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1182)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1183)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1184)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1185)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1186)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1187)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1188)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1190)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1192)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1193)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1197)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1198)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1199)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1200)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1201)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1202)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1203)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1204)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1205)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1206)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1208)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1209)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1210)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1212)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1213)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1214)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1219)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1220)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1222)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1223)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1224)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1227)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1228)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1229)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1230)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1231)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1232)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1233)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1234)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1235)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1236)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1237)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1239)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1246)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1248)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1251)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1256)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1257)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1258)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1266)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1267)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1268)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1270)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1271)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1272)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1273)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1275)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1277)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1281)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1283)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1285)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1286)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1287)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1288)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1290)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1291)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1292)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1293)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1295)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1296)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1297)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1298)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1300)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1302)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1304)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1305)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1307)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1308)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1309)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1310)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1313)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1314)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1316)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1317)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1319)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1320)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1324)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1325)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1326)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1328)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1329)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1330)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1331)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1332)), {C=0.0012871393328327792, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1335)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1336)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1337)), {C=0.0012871393328327792, S=0.0011672016340822876}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1339)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1340)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1341)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1342)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1344)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1345)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1346)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1347)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1348)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1350)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1351)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1352)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1353)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1355)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1356)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1358)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1359)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1362)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1363)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1364)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1366)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1368)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1369)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1372)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1373)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1374)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1376)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1377)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1379)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1381)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1382)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1383)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1385)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1386)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1388)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1389)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1390)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1392)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1396)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1397)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1398)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1399)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1400)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1401)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1402)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1405)), {C=0.0009653544996245844, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1406)), {C=0.0010726161106939828, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1407)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1408)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1409)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1410)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1411)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1414)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1415)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1417)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1418)), {C=0.0007508312774857878, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1419)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1420)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1422)), {C=0.001179877721763381, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1424)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1425)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1426)), {C=0.0005363080553469914, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1427)), {C=0.0006435696664163896, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1428)), {C=0.0008580928885551862, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($10K - $30K))(member card(Normal))(education(Partial High School)) --> (buy(1430)), {C=0.0005363080553469914, S=0.00048633401420095323}
