(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(2)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1330)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1331)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1333)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1334)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1335)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1336)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1337)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1338)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1339)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1341)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1342)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1343)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1344)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1348)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1349)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1352)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1353)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1356)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1357)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1358)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1360)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1361)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1362)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1366)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1367)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1368)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1369)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1371)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1372)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1374)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1375)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1377)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1378)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1380)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1381)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1382)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1383)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1386)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1387)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1388)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1389)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1391)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1392)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1393)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1394)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1396)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1398)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1399)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1400)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1401)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1402)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1403)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1404)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1406)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1408)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1409)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1410)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1411)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1412)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1413)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1414)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1415)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1416)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1418)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1419)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1420)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1421)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1423)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1424)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1425)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1426)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1429)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1430)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1431)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1432)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1434)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1435)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1436)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1438)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1439)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1441)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1442)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1445)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1448)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1449)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1452)), {C=0.0013848817080207732, S=0.0011672016340822876}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1453)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1454)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1455)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1457)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1458)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1459)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1460)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1461)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1463)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1464)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1466)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1467)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1471)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1472)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1473)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1474)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1475)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1476)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1479)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1481)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1482)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1484)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1485)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1488)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1492)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1494)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1495)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1496)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1498)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1499)), {C=0.0013848817080207732, S=0.0011672016340822876}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1502)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1504)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1505)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1506)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1509)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1512)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1513)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1515)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1516)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1517)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1519)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1520)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1521)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1522)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1523)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1525)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1526)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1527)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1528)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1530)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1533)), {C=0.0012694748990190422, S=0.001069934831242097}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1534)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1535)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1536)), {C=0.0009232544720138489, S=0.0007781344227215252}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1538)), {C=0.00103866128101558, S=0.0008754012255617158}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1539)), {C=0.0008078476630121176, S=0.0006808676198813345}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1543)), {C=0.0011540680900173112, S=0.0009726680284019065}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1544)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1546)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1547)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1550)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1552)), {C=0.0006924408540103866, S=0.0005836008170411438}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1557)), {C=0.0005770340450086556, S=0.00048633401420095323}
(yearly_salary($30K - $50K))(member card(Bronze))(marital_status(M)) --> (buy(1558)), {C=0.0012694748990190422, S=0.001069934831242097}
