(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(4)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(618)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(622)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(623)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(626)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(633)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(637)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(642)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(648)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(650)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(656)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(660)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(663)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(666)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(671)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(673)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(674)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(681)), {C=0.0012662599286289858, S=0.001069934831242097}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(682)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(685)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(687)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(688)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(689)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(690)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(693)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(694)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(696)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(699)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(706)), {C=0.001036030850696443, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(707)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(718)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(719)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(721)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(727)), {C=0.001036030850696443, S=0.0008754012255617158}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(729)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(733)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(735)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(736)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(748)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(751)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(757)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(758)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(770)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(772)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(776)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(780)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(782)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(783)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(789)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(795)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(797)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(802)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(803)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(804)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(805)), {C=0.001381374467595257, S=0.0011672016340822876}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(809)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(814)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(819)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(823)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(824)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(826)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(827)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(830)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(832)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(833)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(835)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(836)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(838)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(839)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(844)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(845)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(847)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(848)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(854)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(855)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(856)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(858)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(859)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(860)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(862)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(864)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(870)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(871)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(872)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(873)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(874)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(875)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(877)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(879)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(880)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(882)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(883)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(887)), {C=0.0008058017727638999, S=0.0006808676198813345}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(888)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(889)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(891)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(893)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(894)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(898)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(901)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(902)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(904)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(907)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(909)), {C=0.0006906872337976286, S=0.0005836008170411438}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(910)), {C=0.0009209163117301715, S=0.0007781344227215252}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(912)), {C=0.0005755726948313572, S=0.00048633401420095323}
(country(USA))(age_group(MiddleAdults))(education(Partial High School)) --> (buy(915)), {C=0.0008058017727638999, S=0.0006808676198813345}
