(house_owner(Y))(marital_status(S)) --> (buy(1)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1068)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1069)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1070)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1071)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1072)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1073)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1074)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1075)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1076)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1077)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1078)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1079)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1080)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1081)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1082)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1083)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1084)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1085)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1086)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1087)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1088)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1089)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1090)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1091)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1092)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1093)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1094)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1095)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1096)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1097)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1098)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1099)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1100)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1101)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1102)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1103)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1104)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1105)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1106)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1107)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1108)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1109)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1110)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1111)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1112)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1113)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1114)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1115)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1116)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1117)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1118)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1119)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1120)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1121)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1122)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1123)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1124)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1125)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1126)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1128)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(1129)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1130)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1131)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1132)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1133)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1134)), {C=0.002673498941740002, S=0.0023344032681645753}
(house_owner(Y))(marital_status(S)) --> (buy(1135)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1136)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1137)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1138)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1139)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1140)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1141)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1142)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1143)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1144)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1145)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1146)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1147)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1148)), {C=0.002339311574022502, S=0.0020426028596440037}
(house_owner(Y))(marital_status(S)) --> (buy(1149)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1150)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1151)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1152)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1153)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1154)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1155)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1156)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1157)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1158)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1159)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1160)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1161)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1162)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1163)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1164)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1165)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1166)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1167)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1168)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1169)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1170)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1171)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1172)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1173)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1174)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1175)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1176)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1177)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1178)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1179)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1180)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1181)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1182)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1183)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1184)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1185)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1186)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1187)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1188)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1189)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1190)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1191)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1192)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1193)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1194)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1195)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1196)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1197)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1198)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1199)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1200)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1201)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1202)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1203)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1204)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1205)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1206)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1207)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1208)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1209)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1210)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1211)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1212)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1213)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1214)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1215)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1216)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1217)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1218)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1219)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1220)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1221)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1222)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1223)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1224)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1225)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1226)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1227)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1228)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1229)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1230)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1231)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1232)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1233)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1234)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1235)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1236)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1237)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1238)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1239)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1240)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1241)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1242)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1243)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1244)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1245)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1246)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1247)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1248)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1249)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1250)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1251)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1252)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1253)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1254)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1255)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1256)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1257)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1258)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1259)), {C=0.0005569789461958338, S=0.00048633401420095323}
(house_owner(Y))(marital_status(S)) --> (buy(1260)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1261)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1262)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1263)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1264)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1265)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1266)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1267)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1268)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1269)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1270)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1271)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1272)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1273)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1274)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1275)), {C=0.002227915784783335, S=0.001945336056803813}
(house_owner(Y))(marital_status(S)) --> (buy(1276)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1277)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1278)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1279)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1280)), {C=0.0006683747354350004, S=0.0005836008170411438}
(house_owner(Y))(marital_status(S)) --> (buy(1281)), {C=0.0015595410493483345, S=0.001361735239762669}
(house_owner(Y))(marital_status(S)) --> (buy(1282)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1283)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1284)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1285)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1286)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1287)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1288)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1289)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1290)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1291)), {C=0.0021165199955441682, S=0.0018480692539636222}
(house_owner(Y))(marital_status(S)) --> (buy(1292)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1293)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1294)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1295)), {C=0.0017823326278266682, S=0.0015562688454430504}
(house_owner(Y))(marital_status(S)) --> (buy(1296)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1297)), {C=0.0016709368385875013, S=0.0014590020426028597}
(house_owner(Y))(marital_status(S)) --> (buy(1298)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1299)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1300)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1301)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1302)), {C=0.002005124206305002, S=0.0017508024511234317}
(house_owner(Y))(marital_status(S)) --> (buy(1303)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1304)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1305)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1306)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1307)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1308)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1309)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1310)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1311)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1312)), {C=0.0008911663139133341, S=0.0007781344227215252}
(house_owner(Y))(marital_status(S)) --> (buy(1313)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1314)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1315)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1316)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1317)), {C=0.001893728417065835, S=0.001653535648283241}
(house_owner(Y))(marital_status(S)) --> (buy(1318)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1319)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1320)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1321)), {C=0.0007797705246741672, S=0.0006808676198813345}
(house_owner(Y))(marital_status(S)) --> (buy(1322)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1323)), {C=0.0011139578923916676, S=0.0009726680284019065}
(house_owner(Y))(marital_status(S)) --> (buy(1324)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1325)), {C=0.001336749470870001, S=0.0011672016340822876}
(house_owner(Y))(marital_status(S)) --> (buy(1326)), {C=0.0012253536816308344, S=0.001069934831242097}
(house_owner(Y))(marital_status(S)) --> (buy(1327)), {C=0.0014481452601091678, S=0.0012644684369224784}
(house_owner(Y))(marital_status(S)) --> (buy(1328)), {C=0.001002562103152501, S=0.0008754012255617158}
(house_owner(Y))(marital_status(S)) --> (buy(1329)), {C=0.0014481452601091678, S=0.0012644684369224784}
