(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(2)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1434)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1435)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1436)), {C=0.0009996001599360256, S=0.0009726680284019065}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1437)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1438)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1439)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1440)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1443)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1444)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1446)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1447)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1449)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1451)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1452)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1454)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1455)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1456)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1461)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1462)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1464)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1466)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1467)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1470)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1471)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1472)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1474)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1477)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1479)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1482)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1486)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1487)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1489)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1492)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1493)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1495)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1496)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1499)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1500)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1504)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1507)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1510)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1513)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1514)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1518)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1519)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1520)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1523)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1524)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1526)), {C=0.0010995601759296281, S=0.001069934831242097}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1527)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1528)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1529)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1531)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1532)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1536)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1538)), {C=0.0008996401439424231, S=0.0008754012255617158}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1540)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1545)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1546)), {C=0.0005997600959616154, S=0.0005836008170411438}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1547)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1553)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1554)), {C=0.0006997201119552179, S=0.0006808676198813345}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1555)), {C=0.0004998000799680128, S=0.00048633401420095323}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1557)), {C=0.0007996801279488206, S=0.0007781344227215252}
(gender(Male))(country(USA))(member card(Bronze))(house_owner(N))(marital_status(S)) --> (buy(1559)), {C=0.0004998000799680128, S=0.00048633401420095323}
