(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(2)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1308)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1311)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1312)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1313)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1315)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1316)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1317)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1322)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1324)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1326)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1328)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1329)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1330)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1333)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1335)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1336)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1338)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1339)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1340)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1349)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1350)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1352)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1355)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1357)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1359)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1360)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1362)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1363)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1365)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1366)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1367)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1368)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1372)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1373)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1374)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1377)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1378)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1379)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1380)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1387)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1388)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1389)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1390)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1391)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1392)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1393)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1395)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1396)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1397)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1398)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1399)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1401)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1402)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1403)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1405)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1407)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1408)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1409)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1410)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1411)), {C=0.002114484216885667, S=0.001361735239762669}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1412)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1413)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1414)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1415)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1416)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1417)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1418)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1420)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1421)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1423)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1424)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1425)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1426)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1427)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1428)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1429)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1433)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1434)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1435)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1436)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1437)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1438)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1441)), {C=0.002114484216885667, S=0.001361735239762669}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1442)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1443)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1446)), {C=0.0018124150430448571, S=0.0011672016340822876}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1447)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1448)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1449)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1450)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1453)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1454)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1455)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1456)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1461)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1464)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1468)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1470)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1471)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1473)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1474)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1475)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1476)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1478)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1479)), {C=0.0016613804561244525, S=0.001069934831242097}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1480)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1482)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1485)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1486)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1487)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1489)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1490)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1491)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1493)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1494)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1498)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1499)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1500)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1502)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1503)), {C=0.0024165533907264765, S=0.0015562688454430504}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1504)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1505)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1507)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1509)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1510)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1511)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1514)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1517)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1518)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1519)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1520)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1523)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1525)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1526)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1527)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1528)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1532)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1533)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1534)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1535)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1536)), {C=0.0015103458692040477, S=0.0009726680284019065}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1538)), {C=0.0010572421084428334, S=0.0006808676198813345}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1540)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1541)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1544)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1547)), {C=0.001359311282283643, S=0.0008754012255617158}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1552)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1553)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1554)), {C=0.0007551729346020238, S=0.00048633401420095323}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1556)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1557)), {C=0.0012082766953632382, S=0.0007781344227215252}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1558)), {C=0.0009062075215224286, S=0.0005836008170411438}
(yearly_salary($50K - $70K))(member card(Bronze))(education(Bachelors Degree)) --> (buy(1559)), {C=0.0007551729346020238, S=0.00048633401420095323}
