(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(2)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1303)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1304)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1305)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1307)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1309)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1310)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1314)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1315)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1316)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1318)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1319)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1320)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1324)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1326)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1327)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1333)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1334)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1335)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1336)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1337)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1338)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1339)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1341)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1342)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1343)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1344)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1347)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1348)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1351)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1353)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1354)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1356)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1357)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1359)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1360)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1361)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1362)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1363)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1365)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1366)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1367)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1368)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1369)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1370)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1371)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1372)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1373)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1377)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1378)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1380)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1382)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1383)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1386)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1387)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1390)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1392)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1393)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1394)), {C=0.001415285078851597, S=0.001361735239762669}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1396)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1397)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1398)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1400)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1401)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1402)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1404)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1406)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1409)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1410)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1413)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1414)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1415)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1416)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1417)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1418)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1420)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1421)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1422)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1423)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1426)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1428)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1429)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1430)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1431)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1432)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1435)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1436)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1438)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1441)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1442)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1443)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1445)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1447)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1448)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1449)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1452)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1453)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1455)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1456)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1458)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1459)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1460)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1461)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1462)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1464)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1467)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1469)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1470)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1471)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1472)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1473)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1475)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1476)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1481)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1482)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1483)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1484)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1486)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1489)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1490)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1491)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1492)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1495)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1498)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1499)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1500)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1501)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1503)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1506)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1510)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1513)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1515)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1516)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1519)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1520)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1521)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1522)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1524)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1525)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1526)), {C=0.0010109179134654266, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1527)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1528)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1530)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1531)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1533)), {C=0.000909826122118884, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1534)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1538)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1539)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1540)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1542)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1543)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1544)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1545)), {C=0.0007076425394257985, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1546)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1547)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1550)), {C=0.0011120097048119692, S=0.001069934831242097}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1552)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1554)), {C=0.0005054589567327133, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1555)), {C=0.0008087343307723413, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1556)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1557)), {C=0.0006065507480792558, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(house_owner(Y)) --> (buy(1558)), {C=0.0011120097048119692, S=0.001069934831242097}
