(gender(Female)) --> (buy(1)), {C=0.00274671375318815, S=0.001361735239762669}
(gender(Female)) --> (buy(1324)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1325)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1326)), {C=0.0037276829507553464, S=0.0018480692539636222}
(gender(Female)) --> (buy(1327)), {C=0.0025505199136747108, S=0.0012644684369224784}
(gender(Female)) --> (buy(1328)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1329)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1330)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1331)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1332)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1333)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1334)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1335)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1336)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1337)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1338)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1339)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1340)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1341)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1342)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1343)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1344)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1345)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1346)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1347)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1348)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1349)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1350)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1351)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1352)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1353)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(1354)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1355)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1356)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1357)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1358)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1359)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1360)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1361)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1362)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1363)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1364)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1365)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1366)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1367)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1368)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1369)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1370)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1371)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1372)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1373)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1374)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1375)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1376)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1377)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1378)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1379)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1380)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1381)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1382)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1383)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1384)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1385)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1386)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1387)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1388)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1389)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1390)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1391)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1392)), {C=0.00804394742005101, S=0.003987938916447816}
(gender(Female)) --> (buy(1393)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1394)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1395)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1396)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1397)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1398)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1399)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1400)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1401)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1402)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1403)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1404)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1405)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1406)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1407)), {C=0.007847753580537572, S=0.003890672113607626}
(gender(Female)) --> (buy(1408)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1409)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1410)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1411)), {C=0.00843633509907789, S=0.004182472522128198}
(gender(Female)) --> (buy(1412)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1413)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1414)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1415)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1416)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1417)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1418)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1419)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1420)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1421)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1422)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1423)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1424)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1425)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1426)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1427)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1428)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1429)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1430)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1431)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1432)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1433)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1434)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1435)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1436)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1437)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1438)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1439)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1440)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1441)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1442)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1443)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1444)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1445)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1446)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1447)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1448)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1449)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1450)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1451)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1452)), {C=0.008240141259564451, S=0.004085205719288007}
(gender(Female)) --> (buy(1453)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1454)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1455)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1456)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1457)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1458)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1459)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1460)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1461)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1462)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1463)), {C=0.007455365901510693, S=0.0036961385079272444}
(gender(Female)) --> (buy(1464)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1465)), {C=0.007259172061997254, S=0.003598871705087054}
(gender(Female)) --> (buy(1466)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1467)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1468)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1469)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1470)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1471)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1472)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1473)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1474)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1475)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1476)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1477)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1478)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1479)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1480)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1481)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1482)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1483)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1484)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1485)), {C=0.006866784382970375, S=0.0034043380994066724}
(gender(Female)) --> (buy(1486)), {C=0.0035314891112419072, S=0.0017508024511234317}
(gender(Female)) --> (buy(1487)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1488)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1489)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1490)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1491)), {C=0.00804394742005101, S=0.003987938916447816}
(gender(Female)) --> (buy(1492)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1493)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1494)), {C=0.0070629782224838145, S=0.0035016049022468633}
(gender(Female)) --> (buy(1495)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1496)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1497)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1498)), {C=0.006474396703943497, S=0.0032098044937262913}
(gender(Female)) --> (buy(1499)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1500)), {C=0.007847753580537572, S=0.003890672113607626}
(gender(Female)) --> (buy(1501)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1502)), {C=0.007651559741024131, S=0.003793405310767435}
(gender(Female)) --> (buy(1503)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1504)), {C=0.006670590543456935, S=0.003307071296566482}
(gender(Female)) --> (buy(1505)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1506)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1507)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1508)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1509)), {C=0.005689621345889739, S=0.0028207372823655288}
(gender(Female)) --> (buy(1510)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1511)), {C=0.006278202864430057, S=0.003112537690886101}
(gender(Female)) --> (buy(1512)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1513)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1514)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1515)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1516)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1517)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1518)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1519)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1520)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1521)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1522)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1523)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1524)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1525)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1526)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1527)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1528)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1529)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1530)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1531)), {C=0.0031391014322150286, S=0.0015562688454430504}
(gender(Female)) --> (buy(1532)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1533)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1534)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1535)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1536)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1537)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1538)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1539)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1540)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1541)), {C=0.0054934275063763, S=0.002723470479525338}
(gender(Female)) --> (buy(1542)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1543)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1544)), {C=0.004904845987835982, S=0.0024316700710047662}
(gender(Female)) --> (buy(1545)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1546)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1547)), {C=0.005885815185403179, S=0.0029180040852057193}
(gender(Female)) --> (buy(1548)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1549)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1550)), {C=0.004708652148322542, S=0.0023344032681645753}
(gender(Female)) --> (buy(1551)), {C=0.003923876790268786, S=0.001945336056803813}
(gender(Female)) --> (buy(1552)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1553)), {C=0.004316264469295664, S=0.002139869662484194}
(gender(Female)) --> (buy(1554)), {C=0.006082009024916618, S=0.00301527088804591}
(gender(Female)) --> (buy(1555)), {C=0.0051010398273494215, S=0.0025289368738449568}
(gender(Female)) --> (buy(1556)), {C=0.00529723366686286, S=0.0026262036766851473}
(gender(Female)) --> (buy(1557)), {C=0.004512458308809104, S=0.0022371364653243847}
(gender(Female)) --> (buy(1558)), {C=0.0041200706297822255, S=0.0020426028596440037}
(gender(Female)) --> (buy(1559)), {C=0.001961938395134393, S=0.0009726680284019065}
