(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(2)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1333)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1336)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1337)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1339)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1341)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1343)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1344)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1346)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1348)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1349)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1350)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1351)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1356)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1357)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1358)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1359)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1361)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1362)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1364)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1365)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1366)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1373)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1375)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1376)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1377)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1378)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1381)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1383)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1384)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1388)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1389)), {C=0.0011857281448744207, S=0.001069934831242097}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1390)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1392)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1393)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1394)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1396)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1399)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1400)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1401)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1402)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1403)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1405)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1408)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1409)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1410)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1411)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1414)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1417)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1419)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1420)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1422)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1423)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1424)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1425)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1426)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1427)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1428)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1429)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1431)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1433)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1434)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1435)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1436)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1438)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1439)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1444)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1445)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1446)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1447)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1448)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1450)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1451)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1452)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1453)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1454)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1457)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1458)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1465)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1466)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1467)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1468)), {C=0.0012935216125902768, S=0.0011672016340822876}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1469)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1470)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1471)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1472)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1476)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1477)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1481)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1482)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1486)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1487)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1488)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1494)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1495)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1496)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1498)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1499)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1500)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1501)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1502)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1503)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1504)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1505)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1506)), {C=0.0009701412094427079, S=0.0008754012255617158}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1509)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1513)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1515)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1517)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1518)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1519)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1521)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1525)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1526)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1527)), {C=0.0015091085480219897, S=0.001361735239762669}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1528)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1529)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1530)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1531)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1532)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1533)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1535)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1537)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1545)), {C=0.0005389673385792821, S=0.00048633401420095323}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1547)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1548)), {C=0.0008623477417268514, S=0.0007781344227215252}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1553)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1554)), {C=0.0007545542740109948, S=0.0006808676198813345}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1555)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1557)), {C=0.0006467608062951384, S=0.0005836008170411438}
(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1558)), {C=0.0009701412094427079, S=0.0008754012255617158}
