(gender(Male))(yearly_salary($10K - $30K)) --> (buy(4)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1324)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1325)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1326)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1327)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1328)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1329)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1330)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1331)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1332)), {C=0.0022246941045606225, S=0.001361735239762669}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1334)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1335)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1336)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1337)), {C=0.0020657873828062927, S=0.0012644684369224784}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1338)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1339)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1340)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1341)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1342)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1344)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1345)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1346)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1347)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1348)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1349)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1350)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1351)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1352)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1353)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1355)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1356)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1358)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1359)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1362)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1363)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1364)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1365)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1366)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1368)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1369)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1370)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1371)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1372)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1373)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1374)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1376)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1377)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1378)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1379)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1380)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1381)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1382)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1383)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1384)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1385)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1386)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1388)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1389)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1390)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1392)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1393)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1395)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1396)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1397)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1398)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1399)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1400)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1401)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1402)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1405)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1406)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1407)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1408)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1409)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1410)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1411)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1412)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1414)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1415)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1416)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1417)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1418)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1419)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1420)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1422)), {C=0.0022246941045606225, S=0.001361735239762669}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1424)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1425)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1426)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1427)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1428)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1430)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1431)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1432)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1433)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1434)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1435)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1436)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1437)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1439)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1440)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1442)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1443)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1444)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1445)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1446)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1447)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1449)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1450)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1451)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1452)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1453)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1455)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1456)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1457)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1458)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1459)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1460)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1461)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1462)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1463)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1464)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1466)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1467)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1468)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1469)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1470)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1471)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1472)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1473)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1474)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1475)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1476)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1477)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1478)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1479)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1481)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1482)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1483)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1485)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1486)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1488)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1490)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1491)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1492)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1493)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1494)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1495)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1497)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1498)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1499)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1501)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1502)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1504)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1505)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1506)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1507)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1508)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1509)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1510)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1511)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1514)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1515)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1516)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1517)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1518)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1519)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1520)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1521)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1522)), {C=0.0017479739392976322, S=0.001069934831242097}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1523)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1526)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1528)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1529)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1530)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1531)), {C=0.0019068806610519622, S=0.0011672016340822876}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1534)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1535)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1536)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1537)), {C=0.0015890672175433022, S=0.0009726680284019065}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1540)), {C=0.0009534403305259811, S=0.0005836008170411438}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1542)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1543)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1545)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1546)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1547)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1548)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1549)), {C=0.001430160495788972, S=0.0008754012255617158}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1552)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1553)), {C=0.0012712537740346417, S=0.0007781344227215252}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1555)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1556)), {C=0.0007945336087716511, S=0.00048633401420095323}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1557)), {C=0.0011123470522803112, S=0.0006808676198813345}
(gender(Male))(yearly_salary($10K - $30K)) --> (buy(1558)), {C=0.0009534403305259811, S=0.0005836008170411438}
