(gender(Female))(yearly_salary($10K - $30K)) --> (buy(2)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1405)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1406)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1407)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1409)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1411)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1412)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1413)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1415)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1417)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1419)), {C=0.0019323671497584538, S=0.0011672016340822876}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1420)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1421)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1423)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1424)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1426)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1428)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1429)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1431)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1432)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1433)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1435)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1437)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1438)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1439)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1440)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1441)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1443)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1445)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1446)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1447)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1448)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1450)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1451)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1452)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1453)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1455)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1456)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1458)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1459)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1460)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1461)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1462)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1463)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1464)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1465)), {C=0.0017713365539452496, S=0.001069934831242097}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1467)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1468)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1469)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1472)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1473)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1474)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1475)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1477)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1478)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1479)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1480)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1483)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1485)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1486)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1488)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1491)), {C=0.0020933977455716585, S=0.0012644684369224784}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1492)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1493)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1494)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1495)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1496)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1497)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1498)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1499)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1502)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1504)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1505)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1506)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1507)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1508)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1509)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1511)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1512)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1514)), {C=0.001610305958132045, S=0.0009726680284019065}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1518)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1519)), {C=0.0014492753623188406, S=0.0008754012255617158}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1520)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1521)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1523)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1524)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1528)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1529)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1530)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1532)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1534)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1535)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1536)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1539)), {C=0.0012882447665056361, S=0.0007781344227215252}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1540)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1541)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1543)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1545)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1547)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1549)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1551)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1552)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1554)), {C=0.0008051529790660225, S=0.00048633401420095323}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1555)), {C=0.0011272141706924314, S=0.0006808676198813345}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1556)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1558)), {C=0.0009661835748792269, S=0.0005836008170411438}
(gender(Female))(yearly_salary($10K - $30K)) --> (buy(1559)), {C=0.0008051529790660225, S=0.00048633401420095323}
