(gender(Female))(country(USA)) --> (buy(1)), {C=0.0015851449275362318, S=0.001361735239762669}
(gender(Female))(country(USA)) --> (buy(1155)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1156)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1157)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1158)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1159)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1160)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1161)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1162)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1163)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1164)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1165)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1166)), {C=0.004189311594202899, S=0.003598871705087054}
(gender(Female))(country(USA)) --> (buy(1167)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1168)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1169)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1170)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(1171)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1172)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1173)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1174)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1175)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1176)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1177)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1178)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1179)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1180)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1181)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(1182)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1183)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1184)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1185)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1186)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1187)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1188)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1189)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1190)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1191)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1192)), {C=0.004189311594202899, S=0.003598871705087054}
(gender(Female))(country(USA)) --> (buy(1193)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1194)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1195)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1196)), {C=0.004189311594202899, S=0.003598871705087054}
(gender(Female))(country(USA)) --> (buy(1197)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1198)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1199)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1200)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1201)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1202)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1203)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1204)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1205)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1206)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1207)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1208)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1209)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1210)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1211)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1212)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1213)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1214)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1215)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1216)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1217)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1218)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1219)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1220)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1221)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1222)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1223)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1224)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1225)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1226)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1227)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1228)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1229)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1230)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1231)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1232)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1233)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1234)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1235)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1236)), {C=0.0020380434782608695, S=0.0017508024511234317}
(gender(Female))(country(USA)) --> (buy(1237)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1238)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1239)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1240)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1241)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1242)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1243)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1244)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1245)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1246)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1247)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1248)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1249)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1250)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1251)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1252)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1253)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1254)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1255)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1256)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1257)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1258)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1259)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1260)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1261)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1262)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1263)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1264)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1265)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1266)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1267)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1268)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1269)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1270)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1271)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1272)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1273)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1274)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1275)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1276)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1277)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1278)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(1279)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1280)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1281)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1282)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1283)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1284)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1285)), {C=0.0019248188405797102, S=0.001653535648283241}
(gender(Female))(country(USA)) --> (buy(1286)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1287)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1288)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1289)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1290)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1291)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1292)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1293)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1294)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1295)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1296)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1297)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1298)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1299)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1300)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1301)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1302)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1303)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1304)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1305)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1306)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1307)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1308)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1309)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1310)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1311)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1312)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1313)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1314)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1315)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1316)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1317)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1318)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1319)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1320)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1321)), {C=0.001811594202898551, S=0.0015562688454430504}
(gender(Female))(country(USA)) --> (buy(1322)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1323)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1324)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1325)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1326)), {C=0.002151268115942029, S=0.0018480692539636222}
(gender(Female))(country(USA)) --> (buy(1327)), {C=0.0014719202898550725, S=0.0012644684369224784}
(gender(Female))(country(USA)) --> (buy(1328)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1329)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1330)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1331)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1332)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1333)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1334)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1335)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1336)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1337)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1338)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1339)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1340)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1341)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1342)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1343)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1344)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1345)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1346)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1347)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1348)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1349)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1350)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1351)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1352)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1353)), {C=0.004415760869565217, S=0.003793405310767435}
(gender(Female))(country(USA)) --> (buy(1354)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1355)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1356)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1357)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1358)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1359)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1360)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1361)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1362)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1363)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1364)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1365)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1366)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1367)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1368)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1369)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1370)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1371)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1372)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1373)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1374)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1375)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1376)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1377)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1378)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1379)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1380)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1381)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1382)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1383)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1384)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1385)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1386)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1387)), {C=0.0033967391304347825, S=0.0029180040852057193}
(gender(Female))(country(USA)) --> (buy(1388)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1389)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1390)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1391)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1392)), {C=0.004642210144927536, S=0.003987938916447816}
(gender(Female))(country(USA)) --> (buy(1393)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1394)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1395)), {C=0.0022644927536231885, S=0.001945336056803813}
(gender(Female))(country(USA)) --> (buy(1396)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1397)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1398)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1399)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1400)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1401)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1402)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1403)), {C=0.004189311594202899, S=0.003598871705087054}
(gender(Female))(country(USA)) --> (buy(1404)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1405)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1406)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1407)), {C=0.004528985507246377, S=0.003890672113607626}
(gender(Female))(country(USA)) --> (buy(1408)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1409)), {C=0.004302536231884058, S=0.0036961385079272444}
(gender(Female))(country(USA)) --> (buy(1410)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1411)), {C=0.004868659420289856, S=0.004182472522128198}
(gender(Female))(country(USA)) --> (buy(1412)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1413)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1414)), {C=0.0030570652173913045, S=0.0026262036766851473}
(gender(Female))(country(USA)) --> (buy(1415)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1416)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1417)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1418)), {C=0.002717391304347826, S=0.0023344032681645753}
(gender(Female))(country(USA)) --> (buy(1419)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1420)), {C=0.004076086956521739, S=0.0035016049022468633}
(gender(Female))(country(USA)) --> (buy(1421)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1422)), {C=0.002377717391304348, S=0.0020426028596440037}
(gender(Female))(country(USA)) --> (buy(1423)), {C=0.00396286231884058, S=0.0034043380994066724}
(gender(Female))(country(USA)) --> (buy(1424)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1425)), {C=0.002943840579710145, S=0.0025289368738449568}
(gender(Female))(country(USA)) --> (buy(1426)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1427)), {C=0.0026041666666666665, S=0.0022371364653243847}
(gender(Female))(country(USA)) --> (buy(1428)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1429)), {C=0.003623188405797102, S=0.003112537690886101}
(gender(Female))(country(USA)) --> (buy(1430)), {C=0.0024909420289855075, S=0.002139869662484194}
(gender(Female))(country(USA)) --> (buy(1431)), {C=0.002830615942028986, S=0.0024316700710047662}
(gender(Female))(country(USA)) --> (buy(1432)), {C=0.003736413043478261, S=0.0032098044937262913}
(gender(Female))(country(USA)) --> (buy(1433)), {C=0.0032835144927536235, S=0.0028207372823655288}
(gender(Female))(country(USA)) --> (buy(1434)), {C=0.0038496376811594205, S=0.003307071296566482}
(gender(Female))(country(USA)) --> (buy(1435)), {C=0.003509963768115942, S=0.00301527088804591}
(gender(Female))(country(USA)) --> (buy(1436)), {C=0.0031702898550724635, S=0.002723470479525338}
(gender(Female))(country(USA)) --> (buy(1437)), {C=0.0026041666666666665, S=0.0022371364653243847}
