(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(4)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(96)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(97)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(98)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(103)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(109)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(111)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(116)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(119)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(121)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(124)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(128)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(131)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(142)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(149)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(155)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(156)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(158)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(160)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(162)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(180)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(195)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(196)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(212)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(222)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(223)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(225)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(228)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(231)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(233)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(238)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(239)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(242)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(244)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(252)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(255)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(258)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(262)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(265)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(270)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(271)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(274)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(278)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(288)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(289)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(293)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(298)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(301)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(306)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(307)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(311)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(312)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(313)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(316)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(317)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(321)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(322)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(328)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(329)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(334)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(336)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(338)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(340)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(343)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(344)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(348)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(349)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(353)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(360)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(361)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(368)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(369)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(371)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(375)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(378)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(383)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(384)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(388)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(389)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(390)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(393)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(394)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(399)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(413)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(422)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(426)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(431)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(439)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(441)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(442)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(443)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(446)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(448)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(457)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(458)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(463)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(464)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(469)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(470)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(473)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(476)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(478)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(480)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(483)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(485)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(487)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(489)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(490)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(497)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(498)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(499)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(502)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(504)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(507)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(511)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(520)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(541)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(546)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(547)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(551)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(555)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(559)), {C=0.0010328207482212532, S=0.0008754012255617158}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(562)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(575)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(576)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(581)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(582)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(584)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(585)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(593)), {C=0.0011475786091347257, S=0.0009726680284019065}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(597)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(608)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(609)), {C=0.0012623364700481983, S=0.001069934831242097}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(611)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(612)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(617)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(622)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(623)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(625)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(626)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(628)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(632)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(659)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(660)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(661)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(668)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(671)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(673)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(676)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(679)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(681)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(683)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(689)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(690)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(714)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(721)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(723)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(725)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(730)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(733)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(751)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(755)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(758)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(759)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(760)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(765)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(769)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(776)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(778)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(781)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(782)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(786)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(791)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(794)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(805)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(807)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(814)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(815)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(821)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(824)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(827)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(828)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(830)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(832)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(833)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(835)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(836)), {C=0.0012623364700481983, S=0.001069934831242097}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(837)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(838)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(841)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(842)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(844)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(847)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(849)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(854)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(855)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(858)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(860)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(862)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(863)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(865)), {C=0.000803305026394308, S=0.0006808676198813345}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(873)), {C=0.0011475786091347257, S=0.0009726680284019065}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(879)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(893)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(897)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(902)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(910)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(913)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(914)), {C=0.0005737893045673629, S=0.00048633401420095323}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(915)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(928)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(930)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(931)), {C=0.0006885471654808354, S=0.0005836008170411438}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(938)), {C=0.0009180628873077806, S=0.0007781344227215252}
(gender(Male))(age_group(MiddleAdults))(house_owner(Y)) --> (buy(946)), {C=0.0005737893045673629, S=0.00048633401420095323}
